@relation featureMatrix

@ATTRIBUTE unnormalizedSpectralEntropy 	REAL
@ATTRIBUTE normalizedSpectralEntropy REAL
@ATTRIBUTE mostDominantFrequency 	REAL
@ATTRIBUTE corMagPeak REAL
@ATTRIBUTE corPeakCount REAL
@ATTRIBUTE unnormalizedSpectralEntropy_delta 	REAL
@ATTRIBUTE normalizedSpectralEntropy_delta REAL
@ATTRIBUTE mostDominantFrequency_delta 	REAL
@ATTRIBUTE corMagPeak_delta REAL
@ATTRIBUTE corPeakCount_delta REAL
@ATTRIBUTE class	{0,1}

@DATA
391.35,-5.4179,947.46,0.97749,17,-75.175,-0.14047,10.767,-0.16315,0,1
306.09,-5.5207,968.99,0.75972,17,-95.999,-0.093173,0,-0.17317,0,1
199.35,-5.6043,947.46,0.63116,17,-73.808,-0.10894,-21.533,-0.038544,0,1
158.47,-5.7386,925.93,0.68263,17,-20.354,-0.12196,-43.066,-0.057468,37,1
158.64,-5.8482,861.33,0.51622,91,8.9072,-0.065021,-64.6,-0.072232,29.5,1
176.28,-5.8686,796.73,0.53816,76,-24.357,-0.023685,-193.8,-0.017318,-5,1
109.93,-5.8956,473.73,0.48158,81,22.644,0.066727,-161.5,0.035887,0.5,0
221.57,-5.7352,473.73,0.60994,77,18.248,0.067657,-107.67,0.03906,-7,0
146.43,-5.7603,258.4,0.5597,67,-24.932,0.039126,0,0.039519,-14.5,0
171.71,-5.6569,473.73,0.68898,48,-44.837,-0.011653,96.899,-0.028474,-15,0
56.752,-5.7836,452.2,0.50275,37,-9.2252,0.036851,-10.767,-0.048241,-9.5,0
153.26,-5.5832,452.2,0.5925,29,37.165,0.1413,-10.767,0.03799,-9,0
131.08,-5.501,430.66,0.57873,19,-68.388,-0.024304,0,-0.080826,-3,0
16.484,-5.6318,452.2,0.43084,23,62.513,0.11427,32.3,0.018288,-2,0
256.11,-5.2724,495.26,0.61531,15,94.659,0.15976,32.3,0.064797,-2.5,0
205.8,-5.3123,516.8,0.56044,18,-69.538,-0.030642,86.133,-0.02169,0.5,0
117.03,-5.3337,667.53,0.57193,16,54.818,0.10287,-43.066,0.069146,-0.5,0
315.44,-5.1066,430.66,0.69873,17,81.921,0.13923,-118.43,0.039806,1,0
280.87,-5.0553,430.66,0.65154,18,-7.3238,0.050929,21.533,-0.10239,0.5,0
300.79,-5.0047,473.73,0.49396,18,220.43,0.214,43.066,0.076569,-4.5,0
721.73,-4.6273,516.8,0.80468,9,730.18,0.40818,10.767,0.37812,-4.5,0
1761.2,-4.1883,495.26,1.2502,9,325.44,0.20719,-10.767,0.18956,0,0
1372.6,-4.2129,495.26,1.1838,9,-511.37,-0.22256,-10.767,-0.18892,0,0
738.41,-4.6335,473.73,0.87235,9,-358.04,-0.16166,-10.767,-0.098709,0,0
656.53,-4.5362,473.73,0.98638,9,-71.792,-0.0016054,10.767,0.021287,0,0
594.83,-4.6367,495.26,0.91493,9,-14.536,-0.032472,10.767,-0.0079243,0,0
627.46,-4.6011,495.26,0.97053,9,-209.78,-0.17306,-107.67,-0.16909,1,0
175.26,-4.9828,279.93,0.57675,11,-105.41,-0.13165,-129.2,-0.035776,0,0
416.65,-4.8644,236.87,0.89898,9,170.9,0.018577,107.67,0.19089,-1,0
517.06,-4.9456,495.26,0.95853,9,1.57,-0.042795,118.43,0.028262,0,0
419.79,-4.95,473.73,0.9555,9,68.215,-0.11858,-10.767,-0.15983,0,0
653.49,-5.1828,473.73,0.63887,9,14.344,-0.1818,-10.767,-0.2442,7,0
448.47,-5.3136,452.2,0.4671,23,-102.35,-0.089082,-107.67,0.052422,7,0
448.79,-5.361,258.4,0.74372,23,-16.54,-0.11091,-96.899,0.074723,0.5,0
415.39,-5.5354,258.4,0.61655,24,-55.65,-0.084627,-10.767,-0.049073,5.5,0
337.5,-5.5302,236.87,0.64557,34,-175.96,-0.15586,96.899,-0.086967,14,0
63.479,-5.8472,452.2,0.44262,52,-65.663,-0.094966,86.133,-0.087796,14,0
206.17,-5.7202,409.13,0.46998,62,60.416,0.064505,10.767,0.034409,1,0
184.31,-5.7181,473.73,0.51143,54,7.4105,0.11401,-10.767,0.055482,-19.5,0
220.99,-5.4921,387.6,0.58094,23,81.384,0.22266,-32.3,0.13671,-21,0
347.08,-5.2728,409.13,0.78484,12,77.317,0.19304,0,0.1974,-8,0
375.63,-5.1061,387.6,0.97575,7,40.846,0.13096,0,0.019051,-2,0
428.77,-5.0109,409.13,0.82295,8,84.41,0.082368,10.767,-0.028824,1,0
544.45,-4.9413,409.13,0.91811,9,-63.762,-0.022179,215.33,-0.096238,5,0
301.25,-5.0553,839.79,0.63047,18,-76.091,-0.02644,107.67,-0.049874,2.5,0
392.26,-4.9942,624.46,0.81836,14,6.9474,0.038314,-96.899,0.17266,-3.5,0
315.14,-4.9786,646,0.97579,11,-119.7,-0.071626,-193.8,0.019329,-1,0
152.86,-5.1375,236.87,0.85702,12,-63.886,-0.13189,-204.57,-0.19199,3,0
187.37,-5.2424,236.87,0.59182,17,1.7154,-0.029637,0,-0.16595,-0.5,0
156.29,-5.1967,236.87,0.52512,11,-39.138,0.016902,86.133,-0.12194,-0.5,0
109.09,-5.2086,409.13,0.34795,16,-22.876,-0.033405,53.833,-0.062652,1.5,0
110.54,-5.2635,344.53,0.39982,14,8.7555,-0.018553,-86.133,-0.01966,1.5,0
126.61,-5.2457,236.87,0.30863,19,19.354,-0.021573,43.066,0.0082812,4.5,0
149.25,-5.3067,430.66,0.41638,23,-30.143,-0.078288,43.066,0.0253,1.5,0
66.32,-5.4023,323,0.35923,22,-14.528,0.021638,75.366,0.030243,-1.5,0
120.19,-5.2634,581.4,0.47687,20,30.527,0.080812,-43.066,0.096109,-2.5,0
127.37,-5.2407,236.87,0.55144,17,-46.759,-0.050119,-172.27,-0.022237,-3.5,0
26.673,-5.3636,236.87,0.43239,13,-49.853,-0.091264,172.27,-0.049411,-0.5,0
27.667,-5.4232,581.4,0.45262,16,33.104,0.048112,96.899,0.099828,1.5,0
92.881,-5.2674,430.66,0.63205,16,39.576,0.12643,-21.533,-0.028753,-3.5,0
106.82,-5.1703,538.33,0.39512,9,233.63,0.26576,-86.133,0.048718,-2,0
560.14,-4.7359,258.4,0.72949,12,111.67,0.12022,64.6,0.154,1.5,0
330.15,-4.9299,667.53,0.70312,12,-110.66,-0.14133,204.57,0.016553,0,0
338.82,-5.0186,667.53,0.76259,12,125.92,-0.0023199,-10.767,-0.021355,0,0
582,-4.9345,646,0.66041,12,218.99,0.055423,10.767,-0.088757,0.5,0
776.81,-4.9077,689.06,0.58508,13,145.78,0.027895,-107.67,-0.016778,-1,0
873.57,-4.8787,430.66,0.62685,10,-62.583,-0.1005,53.833,0.07031,0,1
651.64,-5.1087,796.73,0.7257,13,-112.64,-0.12442,193.8,0.13438,2,1
648.28,-5.1276,818.26,0.8956,14,-42.534,0.05821,0,0.036234,0.5,1
566.57,-4.9923,796.73,0.79817,14,-36.236,0.052826,-204.57,1.4813e-05,-0.5,1
575.81,-5.0219,409.13,0.89563,13,24.345,-0.072546,-204.57,-0.015206,0,1
615.26,-5.1374,387.6,0.76775,14,-8.5492,-0.052417,-10.767,0.00055273,0.5,1
558.71,-5.1268,387.6,0.89674,14,-59.839,-0.015049,183.03,-0.028152,0,1
495.58,-5.1675,753.66,0.71145,14,104.39,0.034428,226.1,-0.16299,1,1
767.49,-5.0579,839.79,0.57076,16,398.98,0.17452,-183.03,-0.024516,1,1
1293.6,-4.8185,387.6,0.66242,16,198.16,0.07579,-226.1,0.067168,-0.5,1
1163.8,-4.9063,387.6,0.7051,15,-133.82,-0.10413,183.03,-0.051653,-0.5,1
1025.9,-5.0267,753.66,0.55911,15,206.77,0.011996,258.4,-0.06736,1.5,1
1577.4,-4.8823,904.39,0.57038,18,181.11,0.033596,96.899,0.011762,1.5,1
1388.1,-4.9595,947.46,0.58264,18,52.591,-0.014962,-258.4,-0.017278,-0.5,1
1682.5,-4.9123,387.6,0.53582,17,236.52,0.014144,-75.366,0.020682,-0.5,1
1861.2,-4.9312,796.73,0.624,17,-32.538,-0.079484,236.87,0.050232,-0.5,1
1617.5,-5.0712,861.33,0.63629,16,80.345,-0.027878,53.833,-0.019676,-0.5,1
2021.9,-4.987,904.39,0.58465,16,42.221,0.030177,-43.066,-0.018311,0.5,1
1701.9,-5.0109,775.2,0.59966,17,-97.47,0.015531,-129.2,-0.03199,-1,1
1826.9,-4.9559,646,0.52067,14,185.84,0.089583,-43.066,0.013954,-2,1
2073.6,-4.8317,689.06,0.62757,13,-103.8,0.050741,64.6,0.14836,0,1
1619.3,-4.8545,775.2,0.81739,14,-345.94,-0.050785,43.066,0.1508,0.5,1
1381.7,-4.9333,775.2,0.92916,14,-109.18,-0.082216,0,-0.021063,0,1
1400.9,-5.0189,775.2,0.77526,14,191.42,-0.0077099,10.767,-0.035076,0,1
1764.5,-4.9487,796.73,0.85901,14,-59.254,-0.046322,10.767,-0.0373,0,1
1282.4,-5.1115,796.73,0.70066,14,-312.95,-0.16679,-204.57,-0.046412,0,1
1138.6,-5.2823,387.6,0.76619,14,-58.35,-0.092696,-150.73,-0.049321,0,1
1165.7,-5.2969,495.26,0.60202,14,111.13,0.039697,53.833,-0.032223,-2.5,1
1360.9,-5.2029,495.26,0.70174,9,181.26,0.078154,-10.767,0.064578,-2.5,1
1528.3,-5.1406,473.73,0.73117,9,130.25,0.067026,0,0.01215,2,1
1621.4,-5.0688,495.26,0.72604,13,-131.41,-0.069266,0,-0.046502,2,1
1265.4,-5.2792,473.73,0.63817,13,-395.03,-0.12587,-10.767,-0.053009,0.5,1
831.34,-5.3206,473.73,0.62002,14,-216.87,-0.059286,0,-0.056808,1,1
831.69,-5.3977,473.73,0.52455,15,107.43,-0.02352,139.97,-0.025678,4.5,1
1046.2,-5.3676,753.66,0.56867,23,13.15,-0.10077,139.97,0.083992,0,1
857.99,-5.5993,753.66,0.69254,15,-12.609,-0.11164,0,-0.059337,-3.5,1
1021,-5.5909,753.66,0.44999,16,364.88,0.047869,-10.767,-0.17237,4.5,1
1587.7,-5.5035,732.13,0.34779,24,520.51,-0.031297,0,-0.061545,8.5,1
2062,-5.6535,753.66,0.3269,33,625.53,-0.027867,129.2,0.0045916,6.5,1
2838.8,-5.5593,990.53,0.35697,37,218.91,0.011156,96.899,0.026618,2,1
2499.9,-5.6312,947.46,0.38014,37,277.74,-0.080809,732.13,-0.021618,3,1
3394.3,-5.7209,2454.8,0.31374,43,1093.4,-0.076462,430.66,0.034942,4,1
4686.6,-5.7841,1808.8,0.45002,45,790.16,-0.078508,-107.67,0.035215,1.5,1
4974.6,-5.8779,2239.5,0.38417,46,-77.635,-0.016833,409.13,-0.036088,1,1
4531.3,-5.8178,2627.1,0.37785,47,-647.1,-0.045745,172.27,-0.031033,0.5,1
3680.4,-5.9694,2584,0.3221,47,244.27,-0.01922,-21.533,0.025895,-1,1
5019.8,-5.8562,2584,0.42964,45,563.36,0.055232,-775.2,0.11255,-3.5,1
4807.2,-5.8589,1033.6,0.54719,40,-119.75,0.019484,-678.3,0.0031024,-2.5,1
4780.3,-5.8172,1227.4,0.43584,40,-190.33,-0.011327,807.5,-0.030553,1,1
4426.5,-5.8816,2648.6,0.48609,42,-545.87,-0.028227,32.3,-0.024051,6.5,1
3688.6,-5.8737,1292,0.38774,53,-154.66,0.04126,21.533,-0.069177,0.5,1
4117.2,-5.799,2691.7,0.34773,43,-110.47,-0.039443,667.53,0.0013783,-2.5,1
3467.7,-5.9526,2627.1,0.3905,48,-270.53,-0.0074545,-10.767,0.10898,3.5,1
3576.1,-5.814,2670.1,0.56569,50,27.792,0.069634,-785.96,0.0061446,-3,1
3523.2,-5.8133,1055.1,0.40279,42,-11.341,-0.020618,-710.6,-0.069226,-5,1
3553.5,-5.8552,1248.9,0.42724,40,63.736,0.027546,118.43,0.072662,2.5,1
3650.7,-5.7582,1292,0.54811,47,642.06,0.063505,0,-0.025517,0,1
4837.6,-5.7282,1248.9,0.37621,40,896.6,0.00092445,721.36,-0.042222,0.5,1
5443.9,-5.7564,2734.7,0.46367,48,-99.532,0.0063407,775.2,0.11517,3.5,1
4638.5,-5.7155,2799.3,0.60654,47,-504.44,0.012894,-839.79,0.023998,-6,1
4435,-5.7306,1055.1,0.51166,36,228.58,0.04569,-775.2,-0.097618,-0.5,1
5095.7,-5.6241,1248.9,0.41131,46,-504.08,0.043468,107.67,-0.037006,6,1
3426.9,-5.6436,1270.5,0.43765,48,-474.15,0.036204,710.6,0.083324,1.5,1
4147.4,-5.5517,2670.1,0.57796,49,-294.01,0.035311,0,0.050438,-1.5,1
2838.9,-5.573,1270.5,0.53853,45,-275.86,0.082002,-721.36,-0.011049,-3,1
3595.7,-5.3877,1227.4,0.55586,43,-110.12,0.048573,-107.67,0.074332,-7.5,1
2618.6,-5.4759,1055.1,0.68719,30,-607.92,0.0097813,-86.133,0.28282,0,1
2379.8,-5.3681,1055.1,1.1215,43,-146.23,0.045029,-10.767,0.17078,-1,1
2326.1,-5.3858,1033.6,1.0288,28,12.3,0.00082727,-10.767,-0.0044185,-4.5,1
2404.4,-5.3665,1033.6,1.1127,34,-120.04,-0.019034,0,-0.018897,-2.5,1
2086.1,-5.4239,1033.6,0.99096,23,-345.69,0.0029261,0,-0.091453,-5.5,1
1713,-5.3606,1033.6,0.92975,23,-264.95,0.035389,0,0.0033268,6,1
1556.2,-5.3531,1033.6,0.99761,35,-193.1,0.043112,-10.767,0.038464,6.5,1
1326.8,-5.2744,1012.1,1.0067,36,-51.483,0.049013,-10.767,0.025458,-6,1
1453.2,-5.2551,1012.1,1.0485,23,138.95,0.14353,0,0.12378,-8.5,1
1604.7,-4.9873,1012.1,1.2542,19,426.32,0.26162,0,0.14394,-2.5,1
2305.8,-4.7318,1012.1,1.3364,18,303.39,0.14967,-10.767,0.040885,-0.5,1
2211.5,-4.688,990.53,1.336,18,12.548,0.0727,-10.767,0.042272,0,1
2330.9,-4.5864,990.53,1.4209,18,171.34,0.010482,-10.767,-0.030248,0,1
2554.2,-4.667,968.99,1.2755,18,-222.81,-0.053474,-10.767,-0.017604,-0.5,1
1885.3,-4.6934,968.99,1.3857,17,-528.84,-0.03033,0,0.10606,-0.5,1
1496.5,-4.7277,968.99,1.4876,17,30.736,0.053189,0,0.08745,0,1
1946.8,-4.587,968.99,1.5606,17,146,0.1145,0,-0.023548,0,1
1788.5,-4.4987,968.99,1.4406,17,-364.48,-0.070548,0,-0.18672,0,1
1217.8,-4.7281,968.99,1.1872,17,-464.49,-0.16682,0,-0.10019,0,1
859.51,-4.8323,968.99,1.2402,17,-140.3,-0.0050223,0,0.034373,0,1
937.24,-4.7382,968.99,1.2559,17,111.65,0.076044,-161.5,0.047416,0,1
1082.8,-4.6803,646,1.335,17,56.196,-0.021635,0,0.04952,0,1
1049.6,-4.7814,968.99,1.355,17,-70.73,-0.040272,150.73,-0.018901,0,1
941.34,-4.7608,947.46,1.2972,17,-80.458,0.038587,-10.767,-0.027967,0,1
888.71,-4.7042,947.46,1.299,17,-132.07,0.016323,-161.5,0.055605,0,1
677.19,-4.7281,624.46,1.4084,17,-119.43,0.00037406,-161.5,0.046197,-2,1
649.85,-4.7035,624.46,1.3914,13,-58.761,-0.023959,0,-0.040247,-2.5,1
559.67,-4.7761,624.46,1.3279,12,-61.303,-0.075889,-10.767,-0.060794,-1,1
527.25,-4.8553,602.93,1.2699,11,-100.6,-0.036258,0,-0.06934,-0.5,1
358.47,-4.8486,624.46,1.1892,11,-103.54,-0.02315,0,0.015061,0,1
320.18,-4.9016,602.93,1.3,11,-33.365,-0.14578,-10.767,0.023142,0,1
291.74,-5.1401,602.93,1.2355,11,1.7113,-0.096846,0,-0.012429,0,1
323.6,-5.0953,602.93,1.2751,11,28.448,0.018189,-10.767,0.012629,0,1
348.64,-5.1038,581.4,1.2608,11,65.879,-0.015942,-10.767,0.045134,0,1
455.36,-5.1272,581.4,1.3654,11,73.142,0.044056,0,0.092568,0,1
494.92,-5.0156,581.4,1.4459,11,-22.099,0.005069,0,-0.033496,0,1
411.16,-5.117,581.4,1.2984,11,-72.029,-0.14694,-10.767,-0.21971,1,1
350.86,-5.3095,559.86,1.0065,13,-60.905,-0.10493,-21.533,-0.15052,5.5,1
289.35,-5.3269,538.33,0.99735,22,-29.074,-0.0092693,-10.767,0.021548,2.5,1
292.72,-5.3281,538.33,1.0496,18,-86.653,-0.061549,0,-0.083831,3,1
116.04,-5.45,538.33,0.82969,28,-43.865,0.041319,-10.767,-0.048375,-0.5,1
204.99,-5.2454,516.8,0.95283,17,62.313,-0.005798,247.63,-0.22172,-3.5,1
240.67,-5.4616,1033.6,0.38625,21,242.66,0.037746,0,-0.16165,-1,1
690.31,-5.1699,516.8,0.62952,15,82.574,0.16014,-258.4,0.045531,-3.5,1
405.82,-5.1413,516.8,0.47732,14,-166.44,-0.012413,64.6,-0.061837,1,1
357.43,-5.1948,646,0.50585,17,5.1549,0.021563,53.833,0.069059,-1,1
416.13,-5.0982,624.46,0.61543,12,43.079,0.074098,-64.6,-0.076154,0,1
443.59,-5.0466,516.8,0.35354,17,47.406,-0.060242,-21.533,0.021169,2,1
510.94,-5.2187,581.4,0.65777,16,-12.848,-0.42539,-161.5,0.1548,9.5,1
417.9,-5.8974,193.8,0.66314,36,25.15,-0.3041,-183.03,-0.014031,13.5,1
561.24,-5.8269,215.33,0.62971,43,246.35,0.086915,96.899,-0.077979,-1,0
910.59,-5.7235,387.6,0.50719,34,285.84,-0.0015417,0,-0.028013,-4,0
1132.9,-5.8299,215.33,0.57369,35,-23.146,0.0019607,10.767,0.050462,3.5,0
864.3,-5.7196,409.13,0.60811,41,-305.04,0.10818,0,0.064549,1.5,0
522.84,-5.6136,215.33,0.70278,38,-233.7,0.050211,-96.899,0.11194,-9,0
396.9,-5.6192,215.33,0.832,23,-121.84,0.015764,0,-0.13096,-1.5,0
279.15,-5.582,215.33,0.44086,35,-13.171,0.012361,-10.767,-0.19464,8.5,0
370.56,-5.5945,193.8,0.44272,40,50.436,-0.047088,-10.767,-0.025525,-1.5,0
380.03,-5.6762,193.8,0.38981,32,-69.805,-0.0012175,96.899,0.037421,-4.5,0
230.95,-5.5969,387.6,0.51756,31,-161.63,-0.099801,96.899,0.11216,-2,0
56.765,-5.8758,387.6,0.61414,28,34.475,-0.1327,0,-0.0069285,1.5,0
299.9,-5.8623,387.6,0.5037,34,109.9,0.034536,0,-0.0048646,1,0
276.57,-5.8067,387.6,0.60441,30,-16.781,0.036733,10.767,0.0061155,7,0
266.33,-5.7888,409.13,0.51593,48,-74.048,-0.0053719,53.833,-0.15341,6,0
128.48,-5.8175,495.26,0.29759,42,-46.555,0.058931,32.3,-0.093624,-7,0
173.22,-5.671,473.73,0.32868,34,4.654,0.021321,43.066,0.031083,4.5,0
137.79,-5.7749,581.4,0.35976,51,-29.745,-0.19949,-32.3,-0.0040828,12,0
113.73,-6.0699,409.13,0.32052,58,6.6167,-0.080204,0,-0.023836,4,0
151.02,-5.9353,581.4,0.31209,59,-31.85,0.13027,32.3,-0.011644,-8.5,0
50.033,-5.8094,473.73,0.29723,41,-79.54,0.033892,-64.6,0.043005,-7.5,0
-8.0607,-5.8675,452.2,0.3981,44,-21.071,0.013668,-118.43,0.016602,-1.5,0
7.8915,-5.7821,236.87,0.33043,38,28.588,0.1054,-96.899,0.11026,-7.5,0
49.114,-5.6567,258.4,0.61863,29,71.659,0.017982,226.1,0.19746,-3.5,0
151.21,-5.7461,689.06,0.72535,31,34.629,0.025331,215.33,0.022975,-6.5,0
118.37,-5.606,689.06,0.66458,16,-15.648,0.07453,-139.97,-0.14586,-7.5,0
119.91,-5.597,409.13,0.43363,16,18.597,-0.051337,-53.833,-0.09511,3.5,0
155.56,-5.7087,581.4,0.47436,23,-26.695,-0.014325,10.767,-0.017291,3,0
66.525,-5.6257,430.66,0.39905,22,7.162,0.18096,-172.27,0.052831,-2.5,0
169.89,-5.3468,236.87,0.58002,18,-46.985,0.18035,-86.133,0.036056,-7,0
-27.445,-5.265,258.4,0.47116,8,-98.667,0.040897,10.767,-0.054429,-5,0
-44.608,-6.5996,839.79,0.21272,183,1.6966,-0.012493,-301.46,0.05245,9,0
-41.215,-6.6246,236.87,0.31762,201,2.7898,0.0053637,-279.93,0.066991,11.5,0
-39.029,-6.5888,279.93,0.3467,206,-1.7858,0.014796,-32.3,-0.0090687,-16.5,0
-44.787,-6.595,172.27,0.29948,168,-11.549,0.058562,215.33,-0.014704,-38.5,0
-62.126,-6.4717,710.6,0.3173,129,-19.215,0.48599,215.33,0.19856,-65.5,0
-83.217,-5.623,602.93,0.6966,37,-1.0882,0.6161,-10.767,0.2792,-58.5,0
-64.303,-5.2395,689.06,0.8757,12,1.0554,0.053996,64.6,-0.029369,-11,0
-81.106,-5.515,732.13,0.63786,15,30.676,-0.14479,53.833,-0.27739,8,0
-2.9508,-5.5291,796.73,0.32092,28,65.322,0.031722,-53.833,0.19323,-2,0
49.537,-5.4516,624.46,1.0243,11,126.39,0.15641,-64.6,0.53714,-8.5,0
249.83,-5.2163,667.53,1.3952,11,242.73,0.22462,32.3,0.23506,0.5,0
535,-5.0023,689.06,1.4944,12,344.11,0.28507,10.767,0.12027,0.5,1
938.05,-4.6461,689.06,1.6357,12,253.05,0.19864,10.767,0.064305,0,1
1041.1,-4.605,710.6,1.6231,12,0.534,0.10076,10.767,-0.01798,0,1
939.12,-4.4446,710.6,1.5998,12,-63.467,0.14744,-10.767,-0.020094,0,1
914.17,-4.3101,689.06,1.5829,12,-4.997,0.08608,-21.533,-0.026768,0,1
929.13,-4.2725,667.53,1.5462,12,-1.3901,0.061555,-10.767,-0.0034219,-0.5,1
911.39,-4.187,667.53,1.576,11,-78.135,-0.0026969,-10.767,-0.016037,-0.5,1
772.86,-4.2778,646,1.5142,11,-88.58,-0.033866,-10.767,-0.011595,0,1
734.23,-4.2548,646,1.5528,11,-55.203,0.073185,0,0.0095274,0,1
662.45,-4.1315,646,1.5332,11,-12.655,0.073868,0,0.0044375,0,1
708.92,-4.107,646,1.5617,11,-10.766,-0.059052,0,-0.013401,0,1
640.92,-4.2496,646,1.5064,11,-52.461,-0.065432,0,-0.046381,0,1
603.99,-4.2379,646,1.4689,11,-16.828,-0.046787,0,-0.01583,0,1
607.26,-4.3432,646,1.4748,11,7.3568,-0.029361,0,-0.01855,0,1
618.71,-4.2966,646,1.4318,11,40.597,0.054892,0,-0.0028152,0,1
688.46,-4.2334,646,1.4691,11,90.075,0.10596,0,0.041712,0,1
798.86,-4.0847,646,1.5153,11,25.494,0.045168,-10.767,0.0072544,0,1
739.45,-4.143,624.46,1.4836,11,-24.692,-0.035696,0,-0.032736,0,1
749.47,-4.1561,646,1.4498,11,55.842,0.039858,10.767,0.021361,0,1
851.13,-4.0633,646,1.5264,11,67.905,-0.019197,0,0.031517,0,1
885.28,-4.1945,646,1.5128,11,71.684,-0.077804,-10.767,0.02675,0.5,1
994.5,-4.2189,624.46,1.5799,12,-1.8945,-0.079755,-10.767,0.0031976,0.5,1
881.5,-4.354,624.46,1.5192,12,-62.102,-0.010855,0,-0.024024,-0.5,1
870.29,-4.2406,624.46,1.5318,11,-5.1605,0.039433,0,0.015418,0,1
871.17,-4.2751,624.46,1.5501,12,-34.75,-0.1182,0,-0.012864,0.5,1
800.79,-4.4771,624.46,1.5061,12,-92.011,-0.24496,-10.767,-0.07974,-0.5,1
687.15,-4.765,602.93,1.3906,11,-76.884,-0.17827,-10.767,-0.061606,2,1
647.03,-4.8336,602.93,1.3829,16,-27.822,-0.11631,129.2,0.011694,2,1
631.51,-4.9977,861.33,1.414,15,-37.781,0.0081072,129.2,0.022549,-0.5,1
571.47,-4.8174,861.33,1.428,15,-89.847,0.096392,0,0.0099985,0,1
451.82,-4.8049,861.33,1.434,15,-71.496,-0.044892,0,0.0062012,0,1
428.47,-4.9072,861.33,1.4404,15,-31.808,-0.094246,-10.767,-0.010564,0,1
388.2,-4.9934,839.79,1.4128,15,0.5238,0.060906,-21.533,0.044069,0,1
429.52,-4.7854,818.26,1.5285,15,17.357,0.13472,-10.767,0.040283,-0.5,1
422.91,-4.7239,818.26,1.4934,14,-26.429,-0.0097639,0,-0.013991,-0.5,1
376.66,-4.8049,818.26,1.5005,14,-48.077,-0.036615,0,0.010459,0,1
326.76,-4.7972,818.26,1.5143,14,-52.298,-0.0018072,-10.767,-0.016578,0,1
272.07,-4.8085,796.73,1.4674,14,-68.302,-0.16309,-10.767,-0.064556,0,1
190.16,-5.1234,796.73,1.3852,14,-65.011,-0.17292,-10.767,-0.059003,-0.5,1
142.05,-5.1543,775.2,1.3494,13,-78.434,-0.11737,-43.066,-0.32449,-0.5,1
33.29,-5.3581,710.6,0.73623,13,-65.778,-0.066583,-43.066,-0.033562,2,1
10.49,-5.2875,689.06,1.2822,17,18.164,0.026962,0,-0.018282,2.5,1
69.618,-5.3042,710.6,0.69966,18,85.696,0.12914,43.066,0.062605,-2,1
181.88,-5.0292,775.2,1.4075,13,47.613,0.10113,21.533,0.34459,-2.5,1
164.84,-5.1019,753.66,1.3888,13,-49.074,-0.043164,-21.533,-0.033571,0,1
83.734,-5.1155,732.13,1.3403,13,-70.875,-0.1175,-10.767,-0.13529,-0.5,1
23.094,-5.3369,732.13,1.1183,12,-57.694,-0.17163,86.133,-0.22361,3.5,1
-31.654,-5.4588,904.39,0.89309,20,-39.667,-0.054752,64.6,-0.0089035,2.5,1
-56.24,-5.4464,861.33,1.1005,17,-15.603,-0.047543,-10.767,-0.007078,0.5,1
-62.859,-5.5539,882.86,0.87893,21,-4.601,-0.054231,-86.133,0.0020836,0.5,1
-65.442,-5.5549,689.06,1.1046,18,-20.95,-0.06188,-21.533,-0.14394,0,1
-104.76,-5.6776,839.79,0.59105,21,-25.552,-0.10393,86.133,-0.34344,7.5,1
-116.55,-5.7627,861.33,0.41774,33,16.016,0.053476,-53.833,0.060042,1,1
-72.727,-5.5707,732.13,0.71113,23,43.401,0.18191,-43.066,0.42809,-10,1
-29.745,-5.3989,775.2,1.2739,13,29.749,0.058096,32.3,0.20219,-3.5,1
-13.23,-5.4545,796.73,1.1155,16,29.479,0.054093,32.3,0.04501,1,1
29.214,-5.2907,839.79,1.3639,15,32.553,0.15465,32.3,0.13186,-0.5,1
51.877,-5.1452,861.33,1.3792,15,10.463,0.049196,10.767,0.01326,0,1
50.141,-5.1923,861.33,1.3905,15,5.3248,-0.08933,0,-0.039207,0,1
62.526,-5.3239,861.33,1.3008,15,39.336,0.10069,10.767,0.021268,0.5,1
128.81,-4.9909,882.86,1.433,16,41.506,0.17364,10.767,0.057224,0.5,1
145.54,-4.9766,882.86,1.4153,16,13.33,-0.0057786,0,-0.00088985,0,1
155.47,-5.0025,882.86,1.4312,16,8.9071,-0.059351,0,-0.017027,0,1
163.35,-5.0953,882.86,1.3812,16,17.36,-0.029968,0,-0.03185,0,1
190.19,-5.0624,882.86,1.3675,16,21.236,0.067689,10.767,-0.0037249,0,1
205.82,-4.9599,904.39,1.3738,16,14.328,0.061822,0,0.022649,0.5,1
218.85,-4.9388,882.86,1.4128,17,-6.885,-0.02718,-10.767,-0.00025418,0,1
192.05,-5.0143,882.86,1.3733,16,-28.601,-0.12112,0,-0.039423,-0.5,1
161.65,-5.181,882.86,1.334,16,-2.0667,-0.068539,10.767,-0.018737,0,1
187.92,-5.1513,904.39,1.3358,16,42.406,0.07005,10.767,0.015887,1.5,1
246.46,-5.0409,904.39,1.3657,19,39.193,0.069609,10.767,0.0348,8.5,1
266.31,-5.0121,925.93,1.4054,33,5.8478,0.027088,10.767,0.022219,12.5,1
258.16,-4.9867,925.93,1.4102,44,-16.562,-0.11903,0,-0.057444,-3,1
