@relation featureMatrix

@ATTRIBUTE unnormalizedSpectralEntropy 	REAL
@ATTRIBUTE normalizedSpectralEntropy REAL
@ATTRIBUTE mostDominantFrequency 	REAL
@ATTRIBUTE corMagPeak REAL
@ATTRIBUTE corPeakCount REAL
@ATTRIBUTE unnormalizedSpectralEntropy_delta 	REAL
@ATTRIBUTE normalizedSpectralEntropy_delta REAL
@ATTRIBUTE mostDominantFrequency_delta 	REAL
@ATTRIBUTE corMagPeak_delta REAL
@ATTRIBUTE corPeakCount_delta REAL
@ATTRIBUTE class	{0,1}

@DATA
-67.137,-6.225,1981.1,0.26924,80,0.45429,0.077041,-807.5,0.074859,-3,0
-67.137,-6.225,1981.1,0.26924,80,0.45429,0.077041,-807.5,0.074859,-3,0
-64.366,-6.1468,559.86,0.36607,86,3.1773,0.023809,-829.03,0.0084253,18,0
-64.366,-6.1468,559.86,0.36607,86,3.1773,0.023809,-829.03,0.0084253,18,0
-60.782,-6.1773,323,0.28609,116,0.56096,0.0021618,-118.43,0.02753,11,0
-60.782,-6.1773,323,0.28609,116,0.56096,0.0021618,-118.43,0.02753,11,0
-63.244,-6.1425,323,0.42113,108,-2.1591,-0.088112,-150.73,0.019075,-5,0
-63.244,-6.1425,323,0.42113,108,-2.1591,-0.088112,-150.73,0.019075,-5,0
-65.1,-6.3536,21.533,0.32424,106,1.2309,-0.1096,-107.67,-0.070283,-2.5,0
-65.1,-6.3536,21.533,0.32424,106,1.2309,-0.1096,-107.67,-0.070283,-2.5,0
-60.783,-6.3617,107.67,0.28056,103,-1.177,-0.025052,43.066,-0.015729,-5.5,0
-60.783,-6.3617,107.67,0.28056,103,-1.177,-0.025052,43.066,-0.015729,-5.5,0
-67.454,-6.4037,107.67,0.29278,95,-3.2232,-0.055119,96.899,0.042977,-0.5,0
-67.454,-6.4037,107.67,0.29278,95,-3.2232,-0.055119,96.899,0.042977,-0.5,0
-67.229,-6.4719,301.46,0.36652,102,3.2197,-0.029011,86.133,-0.0090416,13.5,0
-67.229,-6.4719,301.46,0.36652,102,3.2197,-0.029011,86.133,-0.0090416,13.5,0
-61.015,-6.4617,279.93,0.27469,122,5.1271,0.054094,-86.133,-0.066007,24.5,0
-61.015,-6.4617,279.93,0.27469,122,5.1271,0.054094,-86.133,-0.066007,24.5,0
-56.975,-6.3637,129.2,0.2345,151,4.3093,0.036978,-53.833,-0.026149,13,0
-56.975,-6.3637,129.2,0.2345,151,4.3093,0.036978,-53.833,-0.026149,13,0
-52.397,-6.3877,172.27,0.2224,148,-0.57301,0.018864,96.899,0.014352,-9.5,0
-52.397,-6.3877,172.27,0.2224,148,-0.57301,0.018864,96.899,0.014352,-9.5,0
-58.121,-6.326,323,0.26321,132,-4.8896,-0.01115,-75.366,-0.0020355,1.5,0
-58.121,-6.326,323,0.26321,132,-4.8896,-0.01115,-75.366,-0.0020355,1.5,0
-62.176,-6.41,21.533,0.21833,151,-1.2299,-0.090809,53.833,-0.0045477,9,0
-62.176,-6.41,21.533,0.21833,151,-1.2299,-0.090809,53.833,-0.0045477,9,0
-60.581,-6.5076,430.66,0.25411,150,6.5887,-0.017682,193.8,0.020817,1.5,0
-60.581,-6.5076,430.66,0.25411,150,6.5887,-0.017682,193.8,0.020817,1.5,0
-48.998,-6.4454,409.13,0.25996,154,5.0582,0.11139,-64.6,0.01807,4,0
-48.998,-6.4454,409.13,0.25996,154,5.0582,0.11139,-64.6,0.01807,4,0
-50.464,-6.2848,301.46,0.29025,158,-2.0391,0.097148,-43.066,0.035325,-10,0
-50.464,-6.2848,301.46,0.29025,158,-2.0391,0.097148,-43.066,0.035325,-10,0
-53.077,-6.2511,323,0.33061,134,-0.43713,0.0056528,0,0.029943,2.5,0
-53.077,-6.2511,323,0.33061,134,-0.43713,0.0056528,0,0.029943,2.5,0
-51.338,-6.2735,301.46,0.35014,163,3.371,-0.060148,10.767,0.0055698,5.5,0
-51.338,-6.2735,301.46,0.35014,163,3.371,-0.060148,10.767,0.0055698,5.5,0
-46.335,-6.3714,344.53,0.34175,145,1.4993,-0.00050753,-96.899,-0.066982,8.5,0
-46.335,-6.3714,344.53,0.34175,145,1.4993,-0.00050753,-96.899,-0.066982,8.5,0
-48.34,-6.2745,107.67,0.21617,180,-3.3038,0.0022799,-75.366,-0.0063584,2.5,0
-48.34,-6.2745,107.67,0.21617,180,-3.3038,0.0022799,-75.366,-0.0063584,2.5,0
-52.942,-6.3668,193.8,0.32903,150,-4.3512,-0.060064,10.767,0.017258,1,0
-52.942,-6.3668,193.8,0.32903,150,-4.3512,-0.060064,10.767,0.017258,1,0
-57.042,-6.3947,129.2,0.25069,182,0.18774,-0.027991,-75.366,-0.03045,28.5,0
-57.042,-6.3947,129.2,0.25069,182,0.18774,-0.027991,-75.366,-0.03045,28.5,0
-52.567,-6.4228,43.066,0.26813,207,2.1965,0.018038,21.533,0.0054471,-12.5,0
-52.567,-6.4228,43.066,0.26813,207,2.1965,0.018038,21.533,0.0054471,-12.5,0
-52.649,-6.3586,172.27,0.26158,157,1.0852,0.041791,21.533,-0.018962,-38.5,0
-52.649,-6.3586,172.27,0.26158,157,1.0852,0.041791,21.533,-0.018962,-38.5,0
-50.396,-6.3392,86.133,0.23021,130,-0.4916,-0.008627,-21.533,-0.020783,2,0
-50.396,-6.3392,86.133,0.23021,130,-0.4916,-0.008627,-21.533,-0.020783,2,0
-53.632,-6.3759,129.2,0.22002,161,-2.3664,-0.03569,-32.3,0.031171,2,0
-53.632,-6.3759,129.2,0.22002,161,-2.3664,-0.03569,-32.3,0.031171,2,0
-55.129,-6.4106,21.533,0.29255,134,-2.4439,0.016632,-53.833,0.011666,-25,0
-55.129,-6.4106,21.533,0.29255,134,-2.4439,0.016632,-53.833,0.011666,-25,0
-58.52,-6.3426,21.533,0.24335,111,-5.655,0.00096908,0,-0.01018,-14.5,0
-58.52,-6.3426,21.533,0.24335,111,-5.655,0.00096908,0,-0.01018,-14.5,0
-66.439,-6.4087,21.533,0.27219,105,-19.253,-0.12211,1173.6,-0.014711,-3.5,0
-66.439,-6.4087,21.533,0.27219,105,-19.253,-0.12211,1173.6,-0.014711,-3.5,0
-97.026,-6.5868,2368.7,0.21393,104,-6.3689,-0.060209,43.066,-0.026235,-2,0
-97.026,-6.5868,2368.7,0.21393,104,-6.3689,-0.060209,43.066,-0.026235,-2,0
-79.177,-6.5291,107.67,0.21972,101,9.5637,0.024325,-1119.7,0.034044,11.5,0
-79.177,-6.5291,107.67,0.21972,101,9.5637,0.024325,-1119.7,0.034044,11.5,0
-77.899,-6.5382,129.2,0.28201,127,-10.9,-0.082666,161.5,0.010755,15.5,0
-77.899,-6.5382,129.2,0.28201,127,-10.9,-0.082666,161.5,0.010755,15.5,0
-100.98,-6.6944,430.66,0.24123,132,-5.2874,0.017112,678.3,-0.0066236,-2,0
-100.98,-6.6944,430.66,0.24123,132,-5.2874,0.017112,678.3,-0.0066236,-2,0
-88.474,-6.5039,1485.8,0.26877,123,8.0324,0.079593,527.56,0.010599,-11,0
-88.474,-6.5039,1485.8,0.26877,123,8.0324,0.079593,527.56,0.010599,-11,0
-84.911,-6.5352,1485.8,0.26243,110,-0.068734,0.035844,462.96,0.006667,-17.5,0
-84.911,-6.5352,1485.8,0.26243,110,-0.068734,0.035844,462.96,0.006667,-17.5,0
-88.611,-6.4322,2411.7,0.2821,88,-11.5,-0.0028159,10.767,-0.0031913,-7.5,0
-88.611,-6.4322,2411.7,0.2821,88,-11.5,-0.0028159,10.767,-0.0031913,-7.5,0
-107.91,-6.5409,1507.3,0.25605,95,-4.493,0.011334,-53.833,-0.012122,-3,0
-107.91,-6.5409,1507.3,0.25605,95,-4.493,0.011334,-53.833,-0.012122,-3,0
-97.597,-6.4096,2304.1,0.25786,82,13.113,0.10617,269.17,0.034988,-18,0
-97.597,-6.4096,2304.1,0.25786,82,13.113,0.10617,269.17,0.034988,-18,0
-81.686,-6.3285,2045.7,0.32602,59,11.77,0.17134,-1076.7,0.019374,-14,0
-81.686,-6.3285,2045.7,0.32602,59,11.77,0.17134,-1076.7,0.019374,-14,0
-74.056,-6.0669,150.73,0.2966,54,5.3407,0.30845,-947.46,0.034458,-6.5,0
-74.056,-6.0669,150.73,0.2966,54,5.3407,0.30845,-947.46,0.034458,-6.5,0
-71.004,-5.7116,150.73,0.39494,46,7.2465,0.10632,150.73,0.10365,-15,0
-71.004,-5.7116,150.73,0.39494,46,7.2465,0.10632,150.73,0.10365,-15,0
-59.563,-5.8543,452.2,0.50391,24,-0.80843,-0.24123,21.533,0.092718,15,0
-59.563,-5.8543,452.2,0.50391,24,-0.80843,-0.24123,21.533,0.092718,15,0
-72.621,-6.1941,193.8,0.58037,76,3.45,-0.022685,-107.67,0.046431,13.5,0
-72.621,-6.1941,193.8,0.58037,76,3.45,-0.022685,-107.67,0.046431,13.5,0
-52.663,-5.8996,236.87,0.59677,51,11.539,-0.012561,0,-0.11318,36.5,0
-52.663,-5.8996,236.87,0.59677,51,11.539,-0.012561,0,-0.11318,36.5,0
-49.544,-6.2192,193.8,0.35402,149,-4.4554,-0.28909,-53.833,-0.14498,89,0
-49.544,-6.2192,193.8,0.35402,149,-4.4554,-0.28909,-53.833,-0.14498,89,0
-61.574,-6.4778,129.2,0.30681,229,-5.8632,-0.17827,-86.133,-0.051818,33,0
-61.574,-6.4778,129.2,0.30681,229,-5.8632,-0.17827,-86.133,-0.051818,33,0
-61.271,-6.5758,21.533,0.25038,215,5.532,0.13601,64.6,0.0044334,-23,0
-61.271,-6.5758,21.533,0.25038,215,5.532,0.13601,64.6,0.0044334,-23,0
-50.51,-6.2058,258.4,0.31567,183,6.7031,0.1646,107.67,0.19415,-52,0
-50.51,-6.2058,258.4,0.31567,183,6.7031,0.1646,107.67,0.19415,-52,0
-47.864,-6.2466,236.87,0.63868,111,1.9159,-0.040759,-53.833,0.01782,9.5,0
-47.864,-6.2466,236.87,0.63868,111,1.9159,-0.040759,-53.833,0.01782,9.5,0
-46.678,-6.2873,150.73,0.35131,202,0.43898,-0.046337,-21.533,-0.12521,62,0
-46.678,-6.2873,150.73,0.35131,202,0.43898,-0.046337,-21.533,-0.12521,62,0
-46.986,-6.3392,193.8,0.38827,235,1.1364,-0.010763,64.6,0.067175,12.5,0
-46.986,-6.3392,193.8,0.38827,235,1.1364,-0.010763,64.6,0.067175,12.5,0
-44.405,-6.3088,279.93,0.48566,227,-1.2232,-0.020939,64.6,-0.013567,-26,0
-44.405,-6.3088,279.93,0.48566,227,-1.2232,-0.020939,64.6,-0.013567,-26,0
-49.433,-6.3811,323,0.36113,183,-3.8115,0.054808,-10.767,0.13024,-30,0
-49.433,-6.3811,323,0.36113,183,-3.8115,0.054808,-10.767,0.13024,-30,0
-52.028,-6.1992,258.4,0.74615,167,-3.6283,-0.032552,-32.3,0.069155,-19,0
-52.028,-6.1992,258.4,0.74615,167,-3.6283,-0.032552,-32.3,0.069155,-19,0
-56.689,-6.4462,258.4,0.49944,145,2.0086,-0.059788,10.767,-0.0039358,-22,0
-56.689,-6.4462,258.4,0.49944,145,2.0086,-0.059788,10.767,-0.0039358,-22,0
-48.011,-6.3188,279.93,0.73828,123,5.1068,0.046164,10.767,0.029252,20,0
-48.011,-6.3188,279.93,0.73828,123,5.1068,0.046164,10.767,0.029252,20,0
-46.476,-6.3539,279.93,0.55794,185,0.070146,-0.035807,-64.6,-0.14473,28,0
-46.476,-6.3539,279.93,0.55794,185,0.070146,-0.035807,-64.6,-0.14473,28,0
-47.871,-6.3904,150.73,0.44882,179,-6.5816,-0.019367,-86.133,-0.1209,4,0
-47.871,-6.3904,150.73,0.44882,179,-6.5816,-0.019367,-86.133,-0.1209,4,0
-59.639,-6.3926,107.67,0.31615,193,-4.6723,0.06082,-32.3,-0.10903,7,0
-59.639,-6.3926,107.67,0.31615,193,-4.6723,0.06082,-32.3,-0.10903,7,0
-57.215,-6.2688,86.133,0.23076,193,4.6267,0.12408,96.899,0.094611,-58,0
-57.215,-6.2688,86.133,0.23076,193,4.6267,0.12408,96.899,0.094611,-58,0
-50.386,-6.1445,301.46,0.50537,77,4.2457,0.086767,86.133,0.30807,-72,0
-50.386,-6.1445,301.46,0.50537,77,4.2457,0.086767,86.133,0.30807,-72,0
-48.724,-6.0952,258.4,0.84689,49,1.5854,-0.055235,-75.366,0.12496,38.5,0
-48.724,-6.0952,258.4,0.84689,49,1.5854,-0.055235,-75.366,0.12496,38.5,0
-47.215,-6.2549,150.73,0.7553,154,0.74088,-0.05993,-10.767,-0.1659,92,0
-47.215,-6.2549,150.73,0.7553,154,0.74088,-0.05993,-10.767,-0.1659,92,0
-47.242,-6.2151,236.87,0.5151,233,0.52369,-0.061126,21.533,-0.15456,24.5,0
-47.242,-6.2151,236.87,0.5151,233,0.52369,-0.061126,21.533,-0.15456,24.5,0
-46.167,-6.3772,193.8,0.44619,203,0.36532,-0.074706,-32.3,-0.023738,-22.5,0
-46.167,-6.3772,193.8,0.44619,203,0.36532,-0.074706,-32.3,-0.023738,-22.5,0
-46.511,-6.3645,172.27,0.46763,188,-2.7287,0.084291,10.767,-0.054274,12.5,0
-46.511,-6.3645,172.27,0.46763,188,-2.7287,0.084291,10.767,-0.054274,12.5,0
-51.625,-6.2086,215.33,0.33764,228,-0.047713,-0.022591,53.833,-0.038278,-14,0
-51.625,-6.2086,215.33,0.33764,228,-0.047713,-0.022591,53.833,-0.038278,-14,0
-46.607,-6.4097,279.93,0.39107,160,3.5922,0.04166,21.533,0.16714,-32.5,0
-46.607,-6.4097,279.93,0.39107,160,3.5922,0.04166,21.533,0.16714,-32.5,0
-44.44,-6.1253,258.4,0.67192,163,1.0627,0.062536,-21.533,0.010973,29,0
-44.44,-6.1253,258.4,0.67192,163,1.0627,0.062536,-21.533,0.010973,29,0
-44.481,-6.2846,236.87,0.41302,218,0.89741,0.0080815,0,0.042301,-28,0
-44.481,-6.2846,236.87,0.41302,218,0.89741,0.0080815,0,0.042301,-28,0
-42.646,-6.1091,258.4,0.75653,107,1.3436,0.17887,10.767,0.33635,-81.5,0
-42.646,-6.1091,258.4,0.75653,107,1.3436,0.17887,10.767,0.33635,-81.5,0
-41.794,-5.9269,258.4,1.0857,55,0.61486,-0.074433,-64.6,-0.11784,8,0
-41.794,-5.9269,258.4,1.0857,55,0.61486,-0.074433,-64.6,-0.11784,8,0
-41.416,-6.258,129.2,0.52085,123,-0.067534,-0.13512,0,-0.24461,42,0
-41.416,-6.258,129.2,0.52085,123,-0.067534,-0.13512,0,-0.24461,42,0
-41.929,-6.1971,258.4,0.59651,139,-7.7951,-0.1305,-10.767,-0.09692,37.5,0
-41.929,-6.1971,258.4,0.59651,139,-7.7951,-0.1305,-10.767,-0.09692,37.5,0
-57.006,-6.519,107.67,0.32701,198,-4.1508,-0.077431,-21.533,-0.084477,37,0
-57.006,-6.519,107.67,0.32701,198,-4.1508,-0.077431,-21.533,-0.084477,37,0
-50.231,-6.352,215.33,0.42755,213,5.8843,0.10356,53.833,0.1025,-8,0
-50.231,-6.352,215.33,0.42755,213,5.8843,0.10356,53.833,0.1025,-8,0
-45.237,-6.3119,215.33,0.53201,182,3.0507,0.036682,21.533,0.11233,-1,0
-45.237,-6.3119,215.33,0.53201,182,3.0507,0.036682,21.533,0.11233,-1,0
-44.129,-6.2786,258.4,0.65222,211,1.2417,-0.075846,-43.066,-0.15134,18.5,0
-44.129,-6.2786,258.4,0.65222,211,1.2417,-0.075846,-43.066,-0.15134,18.5,0
-42.754,-6.4636,129.2,0.22934,219,-11.365,-0.047379,-53.833,-0.19226,-57.5,0
-42.754,-6.4636,129.2,0.22934,219,-11.365,-0.047379,-53.833,-0.19226,-57.5,0
-66.86,-6.3734,150.73,0.2677,96,-12.81,0.095521,21.533,0.061293,-73,0
-66.86,-6.3734,150.73,0.2677,96,-12.81,0.095521,21.533,0.061293,-73,0
-68.374,-6.2725,172.27,0.35192,73,0.40116,0.060942,333.76,-0.00219,-14,0
-68.374,-6.2725,172.27,0.35192,73,0.40116,0.060942,333.76,-0.00219,-14,0
-66.058,-6.2515,818.26,0.26332,68,3.7831,-0.019216,-43.066,-0.065311,0,0
-66.058,-6.2515,818.26,0.26332,68,3.7831,-0.019216,-43.066,-0.065311,0,0
-60.808,-6.3109,86.133,0.2213,73,4.1245,-0.0035832,-355.3,-0.0038793,11,0
-60.808,-6.3109,86.133,0.2213,73,4.1245,-0.0035832,-355.3,-0.0038793,11,0
-57.809,-6.2587,107.67,0.25556,90,3.2971,0.085584,-32.3,0.037735,11.5,0
-57.809,-6.2587,107.67,0.25556,90,3.2971,0.085584,-32.3,0.037735,11.5,0
-54.214,-6.1398,21.533,0.29677,96,2.9535,0.034327,-43.066,-0.013494,2,0
-54.214,-6.1398,21.533,0.29677,96,2.9535,0.034327,-43.066,-0.013494,2,0
-51.902,-6.19,21.533,0.22858,94,-6.2209,-0.063954,129.2,0.076507,1,0
-51.902,-6.19,21.533,0.22858,94,-6.2209,-0.063954,129.2,0.076507,1,0
-66.656,-6.2677,279.93,0.44979,98,-11.889,-0.15539,0,0.019226,15.5,0
-66.656,-6.2677,279.93,0.44979,98,-11.889,-0.15539,0,0.019226,15.5,0
-75.68,-6.5008,21.533,0.26703,125,5.0754,-0.11047,-129.2,-0.080965,15,0
-75.68,-6.5008,21.533,0.26703,125,5.0754,-0.11047,-129.2,-0.080965,15,0
-56.505,-6.4886,21.533,0.28786,128,13.083,0.070504,21.533,-0.034127,33.5,0
-56.505,-6.4886,21.533,0.28786,128,13.083,0.070504,21.533,-0.034127,33.5,0
-49.513,-6.3598,64.6,0.19877,192,6.078,0.11388,32.3,-0.026647,48,0
-49.513,-6.3598,64.6,0.19877,192,6.078,0.11388,32.3,-0.026647,48,0
-44.349,-6.2609,86.133,0.23456,224,4.0216,-0.029154,64.6,0.088663,30,0
-44.349,-6.2609,86.133,0.23456,224,4.0216,-0.029154,64.6,0.088663,30,0
-41.47,-6.4181,193.8,0.3761,252,0.514,-0.024443,64.6,0.13865,-4,0
-41.47,-6.4181,193.8,0.3761,252,0.514,-0.024443,64.6,0.13865,-4,0
-43.321,-6.3097,215.33,0.51187,216,-0.80129,0.049652,10.767,-0.0085497,-23,0
-43.321,-6.3097,215.33,0.51187,216,-0.80129,0.049652,10.767,-0.0085497,-23,0
-43.073,-6.3188,215.33,0.359,206,-5.6992,-0.047154,53.833,-0.066441,-10,0
-43.073,-6.3188,215.33,0.359,206,-5.6992,-0.047154,53.833,-0.066441,-10,0
-54.719,-6.4041,323,0.37898,196,-1.4752,0.014271,-32.3,0.039729,-7,0
-54.719,-6.4041,323,0.37898,196,-1.4752,0.014271,-32.3,0.039729,-7,0
-46.023,-6.2902,150.73,0.43846,192,2.8793,0.1778,86.133,0.049348,-63,0
-46.023,-6.2902,150.73,0.43846,192,2.8793,0.1778,86.133,0.049348,-63,0
-48.961,-6.0485,495.26,0.47768,70,-1.6277,0.24173,10.767,-0.035863,-67,0
-48.961,-6.0485,495.26,0.47768,70,-1.6277,0.24173,10.767,-0.035863,-67,0
-49.279,-5.8068,172.27,0.36673,58,0.5373,-0.037413,-139.97,-0.020809,20,0
-49.279,-5.8068,172.27,0.36673,58,0.5373,-0.037413,-139.97,-0.020809,20,0
-47.886,-6.1233,215.33,0.43606,110,-0.43339,-0.15979,64.6,0.0013553,53,0
-47.886,-6.1233,215.33,0.43606,110,-0.43339,-0.15979,64.6,0.0013553,53,0
-50.145,-6.1264,301.46,0.36944,164,0.009168,-0.026519,43.066,-0.013923,9.5,0
-50.145,-6.1264,301.46,0.36944,164,0.009168,-0.026519,43.066,-0.013923,9.5,0
-47.868,-6.1763,301.46,0.40822,129,-1.5601,-0.010635,0,0.036346,-18.5,0
-47.868,-6.1763,301.46,0.40822,129,-1.5601,-0.010635,0,0.036346,-18.5,0
-53.265,-6.1476,301.46,0.44214,127,-2.9652,0.035819,-139.97,0.0091855,-1,0
-53.265,-6.1476,301.46,0.44214,127,-2.9652,0.035819,-139.97,0.0091855,-1,0
-53.798,-6.1047,21.533,0.42659,127,1.7176,0.0035462,-139.97,0.078153,26.5,0
-53.798,-6.1047,21.533,0.42659,127,1.7176,0.0035462,-139.97,0.078153,26.5,0
-49.83,-6.1405,21.533,0.59844,180,1.3488,-0.048711,64.6,-0.01011,23.5,0
-49.83,-6.1405,21.533,0.59844,180,1.3488,-0.048711,64.6,-0.01011,23.5,0
-51.101,-6.2021,150.73,0.40637,174,-12.6,-0.015098,96.899,-0.18355,-55,0
-51.101,-6.2021,150.73,0.40637,174,-12.6,-0.015098,96.899,-0.18355,-55,0
-75.031,-6.1707,215.33,0.23134,70,-31.43,-0.048118,656.76,-0.064253,-59,0
-75.031,-6.1707,215.33,0.23134,70,-31.43,-0.048118,656.76,-0.064253,-59,0
-113.96,-6.2983,1464.3,0.27786,56,-16.671,-0.029528,-96.899,0.0023727,-0.5,0
-113.96,-6.2983,1464.3,0.27786,56,-16.671,-0.029528,-96.899,0.0023727,-0.5,0
-108.37,-6.2298,21.533,0.23609,69,11.271,0.060249,-613.7,-0.014938,-1,0
-108.37,-6.2298,21.533,0.23609,69,11.271,0.060249,-613.7,-0.014938,-1,0
-91.42,-6.1778,236.87,0.24799,54,12.977,0.053278,53.833,0.015823,-6,0
-91.42,-6.1778,236.87,0.24799,54,12.977,0.053278,53.833,0.015823,-6,0
-82.417,-6.1232,129.2,0.26774,57,11.937,-0.026266,-21.533,0.0043217,5,0
-82.417,-6.1232,129.2,0.26774,57,11.937,-0.026266,-21.533,0.0043217,5,0
-67.545,-6.2304,193.8,0.25663,64,10.778,-0.047079,53.833,0.0051836,9,0
-67.545,-6.2304,193.8,0.25663,64,10.778,-0.047079,53.833,0.0051836,9,0
-60.861,-6.2174,236.87,0.2781,75,-2.2348,-0.10483,-32.3,-0.044357,13.5,0
-60.861,-6.2174,236.87,0.2781,75,-2.2348,-0.10483,-32.3,-0.044357,13.5,0
-72.015,-6.44,129.2,0.16792,91,-35.288,-0.15371,1841.1,-0.023727,13.5,0
-72.015,-6.44,129.2,0.16792,91,-35.288,-0.15371,1841.1,-0.023727,13.5,0
-131.44,-6.5248,3919,0.23065,102,-23.273,-0.027246,1388.9,0.020023,2.5,0
-131.44,-6.5248,3919,0.23065,102,-23.273,-0.027246,1388.9,0.020023,2.5,0
-118.56,-6.4945,2907,0.20796,96,17.39,0.074219,-1948.8,-0.0014274,-5.5,0
-118.56,-6.4945,2907,0.20796,96,17.39,0.074219,-1948.8,-0.0014274,-5.5,0
-96.655,-6.3764,21.533,0.2278,91,12.947,0.13367,-1367.4,0.022033,-18,0
-96.655,-6.3764,21.533,0.2278,91,12.947,0.13367,-1367.4,0.022033,-18,0
-92.667,-6.2272,172.27,0.25203,60,2.6953,0.22931,75.366,0.06768,-22,0
-92.667,-6.2272,172.27,0.25203,60,2.6953,0.22931,75.366,0.06768,-22,0
-91.265,-5.9178,172.27,0.36316,47,3.2204,0.12417,484.5,0.094977,-17,0
-91.265,-5.9178,172.27,0.36316,47,3.2204,0.12417,484.5,0.094977,-17,0
-86.226,-5.9789,1141.3,0.44198,26,-8.2163,-0.17044,10.767,-0.049671,5,0
-86.226,-5.9789,1141.3,0.44198,26,-8.2163,-0.17044,10.767,-0.049671,5,0
-107.7,-6.2586,193.8,0.26381,57,-7.61,-0.093706,-559.86,-0.14951,24,0
-107.7,-6.2586,193.8,0.26381,57,-7.61,-0.093706,-559.86,-0.14951,24,0
-101.45,-6.1663,21.533,0.14296,74,-3.4477,-0.11513,-86.133,-0.036487,13,0
-101.45,-6.1663,21.533,0.14296,74,-3.4477,-0.11513,-86.133,-0.036487,13,0
-114.59,-6.4889,21.533,0.19084,83,5.6427,-0.17262,86.133,0.037289,8.5,0
-114.59,-6.4889,21.533,0.19084,83,5.6427,-0.17262,86.133,0.037289,8.5,0
-90.16,-6.5115,193.8,0.21754,91,13.278,0.046939,86.133,0.094922,-1.5,0
-90.16,-6.5115,193.8,0.21754,91,13.278,0.046939,86.133,0.094922,-1.5,0
-88.036,-6.395,193.8,0.38068,80,-2.5186,0.16594,366.06,0.063783,-18.5,0
-88.036,-6.395,193.8,0.38068,80,-2.5186,0.16594,366.06,0.063783,-18.5,0
-95.198,-6.1796,925.93,0.34511,54,-14.039,0.14047,376.83,-0.016155,-16.5,0
-95.198,-6.1796,925.93,0.34511,54,-14.039,0.14047,376.83,-0.016155,-16.5,0
-116.11,-6.1141,947.46,0.34837,47,-20.49,0.050766,-43.066,0.021796,4.5,0
-116.11,-6.1141,947.46,0.34837,47,-20.49,0.050766,-43.066,0.021796,4.5,0
-136.18,-6.0781,839.79,0.3887,63,-17.489,0.0037716,753.66,-0.0014003,-2.5,0
-136.18,-6.0781,839.79,0.3887,63,-17.489,0.0037716,753.66,-0.0014003,-2.5,0
-151.09,-6.1065,2454.8,0.34557,42,-8.996,-0.0043843,538.33,-0.025959,-7.5,0
-151.09,-6.1065,2454.8,0.34557,42,-8.996,-0.0043843,538.33,-0.025959,-7.5,0
-154.17,-6.0869,1916.5,0.33678,48,-4.0893,-0.015761,-64.6,0.00015595,4.5,0
-154.17,-6.0869,1916.5,0.33678,48,-4.0893,-0.015761,-64.6,0.00015595,4.5,0
-159.27,-6.1381,2325.6,0.34588,51,-9.2252,-0.065251,10.767,0.0068096,2.5,0
-159.27,-6.1381,2325.6,0.34588,51,-9.2252,-0.065251,10.767,0.0068096,2.5,0
-172.62,-6.2174,1938,0.3504,53,-4.6395,-0.020239,10.767,0.053028,1,0
-172.62,-6.2174,1938,0.3504,53,-4.6395,-0.020239,10.767,0.053028,1,0
-168.55,-6.1785,2347.1,0.45194,53,3.927,0.040135,258.4,-0.0042323,1,0
-168.55,-6.1785,2347.1,0.45194,53,3.927,0.040135,258.4,-0.0042323,1,0
-164.77,-6.1371,2454.8,0.34193,55,3.7103,0.01132,-75.366,-0.07287,1,0
-164.77,-6.1371,2454.8,0.34193,55,3.7103,0.01132,-75.366,-0.07287,1,0
-161.13,-6.1559,2196.4,0.3062,55,7.4743,0.023376,-979.76,-0.032381,4,0
-161.13,-6.1559,2196.4,0.3062,55,7.4743,0.023376,-979.76,-0.032381,4,0
-149.82,-6.0904,495.26,0.27717,63,12.161,0.054927,-64.6,0.018474,-2.5,0
-149.82,-6.0904,495.26,0.27717,63,12.161,0.054927,-64.6,0.018474,-2.5,0
-136.81,-6.046,2067.2,0.34315,50,12.655,0.042478,-96.899,0.062558,-9.5,0
-136.81,-6.046,2067.2,0.34315,50,12.655,0.042478,-96.899,0.062558,-9.5,0
-124.51,-6.0054,301.46,0.40229,44,12.66,0.0081934,-872.09,-0.029617,-3.5,0
-124.51,-6.0054,301.46,0.40229,44,12.66,0.0081934,-872.09,-0.029617,-3.5,0
-111.49,-6.0297,323,0.28391,43,13.159,-0.059726,-139.97,-0.0090399,5.5,0
-111.49,-6.0297,323,0.28391,43,13.159,-0.059726,-139.97,-0.0090399,5.5,0
-98.189,-6.1249,21.533,0.38421,55,9.0433,-0.010361,-64.6,0.052523,12,0
-98.189,-6.1249,21.533,0.38421,55,9.0433,-0.010361,-64.6,0.052523,12,0
-93.402,-6.0504,193.8,0.38896,67,5.3021,0.012666,226.1,-0.0024126,-4.5,0
-93.402,-6.0504,193.8,0.38896,67,5.3021,0.012666,226.1,-0.0024126,-4.5,0
-87.585,-6.0995,473.73,0.37938,46,4.1351,-0.01861,-86.133,0.066203,-12.5,0
-87.585,-6.0995,473.73,0.37938,46,4.1351,-0.01861,-86.133,0.066203,-12.5,0
-85.132,-6.0876,21.533,0.52136,42,1.217,0.015213,-21.533,0.017974,-1,0
-85.132,-6.0876,21.533,0.52136,42,1.217,0.015213,-21.533,0.017974,-1,0
